Date,Location,Source,Target,Weight
2017-01-01,"Montréal, Canada","digitisation, resource creation, and discovery",Twitter,7
2017-01-01,"Montréal, Canada","digitisation, resource creation, and discovery",Zotero,2
2017-01-01,"Montréal, Canada",diversity,Gephi,1
2017-01-01,"Montréal, Canada",diversity,Neatline,1
2017-01-01,"Montréal, Canada",diversity,Python,3
2017-01-01,"Montréal, Canada",diversity,TEI,6
2017-01-01,"Montréal, Canada",diversity,Twitter,1
2017-01-01,"Montréal, Canada",diversity,Voyant,1
2017-01-01,"Montréal, Canada",encoding - theory and practice,Python,3
2017-01-01,"Montréal, Canada",encoding - theory and practice,TEI,88
2017-01-01,"Montréal, Canada",encoding - theory and practice,Voyant,1
2017-01-01,"Montréal, Canada",encoding - theory and practice,Voyant Tools,1
2017-01-01,"Montréal, Canada",encoding - theory and practice,Zotero,1
2017-01-01,"Montréal, Canada",english studies,Drupal,1
2017-01-01,"Montréal, Canada",english studies,Gephi,5
2017-01-01,"Montréal, Canada",english studies,Neatline,7
2017-01-01,"Montréal, Canada",english studies,Python,3
2017-01-01,"Montréal, Canada",english studies,TEI,47
2017-01-01,"Montréal, Canada",english studies,Twitter,16
2017-01-01,"Montréal, Canada",english studies,Voyant,6
2017-01-01,"Montréal, Canada",english studies,Voyant Tools,3
2017-01-01,"Montréal, Canada",english studies,WordPress,1
2017-01-01,"Montréal, Canada",film and media studies,Neatline,1
2017-01-01,"Montréal, Canada",film and media studies,Palladio,1
2017-01-01,"Montréal, Canada",film and media studies,Python,1
2017-01-01,"Montréal, Canada",film and media studies,TEI,9
2017-01-01,"Montréal, Canada",film and media studies,Twitter,3
2017-01-01,"Montréal, Canada",folklore and oral history,Google Books,1
2017-01-01,"Montréal, Canada",french studies,Python,1
2017-01-01,"Montréal, Canada",french studies,TEI,4
2017-01-01,"Montréal, Canada",french studies,Zotero,3
2017-01-01,"Montréal, Canada",games and meaningful play,Neatline,1
2017-01-01,"Montréal, Canada",games and meaningful play,TEI,1
2017-01-01,"Montréal, Canada",games and meaningful play,Twitter,1
2017-01-01,"Montréal, Canada",gender studies,Gephi,1
2017-01-01,"Montréal, Canada",gender studies,TEI,12
2017-01-01,"Montréal, Canada",gender studies,Twitter,3
2017-01-01,"Montréal, Canada",geography,Drupal,1
2017-01-01,"Montréal, Canada",geography,Neatline,1
2017-01-01,"Montréal, Canada",geography,Python,2
2017-01-01,"Montréal, Canada",geography,TEI,12
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Gephi,3
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Neatline,1
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Palladio,1
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Python,3
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",TEI,12
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Twitter,10
2017-01-01,"Montréal, Canada","geospatial analysis, interfaces and technology",Voyant,4
2017-01-01,"Montréal, Canada",german studies,Google Books,1
2017-01-01,"Montréal, Canada",german studies,Scalar,2
2017-01-01,"Montréal, Canada",german studies,TEI,7
2017-01-01,"Montréal, Canada",historical studies,Gephi,13
2017-01-01,"Montréal, Canada",historical studies,Google Books,1
2017-01-01,"Montréal, Canada",historical studies,Palladio,1
2017-01-01,"Montréal, Canada",historical studies,Python,3
2017-01-01,"Montréal, Canada",historical studies,Scalar,6
2017-01-01,"Montréal, Canada",historical studies,TEI,24
2017-01-01,"Montréal, Canada",historical studies,Twitter,7
2017-01-01,"Montréal, Canada",historical studies,Zotero,2
2017-01-01,"Montréal, Canada",hypertext,Twitter,1
2017-01-01,"Montréal, Canada",image processing,Python,1
2017-01-01,"Montréal, Canada",image processing,Twitter,2
2017-01-01,"Montréal, Canada",information architecture,Google Books,1
2017-01-01,"Montréal, Canada",information architecture,Python,3
2017-01-01,"Montréal, Canada",information architecture,Scalar,2
2017-01-01,"Montréal, Canada",information architecture,TEI,4
2017-01-01,"Montréal, Canada",information architecture,Zotero,2
2017-01-01,"Montréal, Canada",information retrieval,Google Books,2
2017-01-01,"Montréal, Canada",information retrieval,Python,3
2017-01-01,"Montréal, Canada",information retrieval,TEI,7
2017-01-01,"Montréal, Canada",information retrieval,Twitter,9
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Drupal,3
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Gephi,12
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Google Books,1
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Python,3
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Scalar,2
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,TEI,23
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Twitter,4
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Voyant,5
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Voyant Tools,2
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,WordPress,6
2017-01-01,"Montréal, Canada",interdisciplinary collaboration,Zotero,3
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Drupal,1
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Neatline,7
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Python,1
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,TEI,28
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Twitter,1
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Voyant,3
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,WordPress,5
2017-01-01,"Montréal, Canada",interface & user experience design/publishing & delivery systems/user studies/user needs,Zotero,2
2017-01-01,"Montréal, Canada",internet / world wide web,Python,1
2017-01-01,"Montréal, Canada",internet / world wide web,Twitter,19
2017-01-01,"Montréal, Canada",internet / world wide web,WordPress,5
2017-01-01,"Montréal, Canada",italian studies,Gephi,12
2017-01-01,"Montréal, Canada",italian studies,TEI,5
2017-01-01,"Montréal, Canada",knowledge representation,Drupal,1
2017-01-01,"Montréal, Canada",knowledge representation,Neatline,1
2017-01-01,"Montréal, Canada",knowledge representation,Python,1
2017-01-01,"Montréal, Canada",knowledge representation,Scalar,2
2017-01-01,"Montréal, Canada",knowledge representation,TEI,13
2017-01-01,"Montréal, Canada",knowledge representation,Twitter,2
2017-01-01,"Montréal, Canada",knowledge representation,Voyant,3
2017-01-01,"Montréal, Canada",law,Google Books,2
2017-01-01,"Montréal, Canada",lexicography,Python,1
2017-01-01,"Montréal, Canada",lexicography,TEI,17
2017-01-01,"Montréal, Canada",lexicography,Voyant,1
2017-01-01,"Montréal, Canada",lexicography,Voyant Tools,1
2017-01-01,"Montréal, Canada",library & information science,Drupal,2
2017-01-01,"Montréal, Canada",library & information science,Gephi,1
2017-01-01,"Montréal, Canada",library & information science,Google Books,3
2017-01-01,"Montréal, Canada",library & information science,Neatline,1
2017-01-01,"Montréal, Canada",library & information science,Palladio,1
2017-01-01,"Montréal, Canada",library & information science,Python,3
2017-01-01,"Montréal, Canada",library & information science,Scalar,4
2017-01-01,"Montréal, Canada",library & information science,TEI,95
2017-01-01,"Montréal, Canada",library & information science,Twitter,27
2017-01-01,"Montréal, Canada",library & information science,WordPress,6
2017-01-01,"Montréal, Canada",library & information science,Zotero,3
2017-01-01,"Montréal, Canada",linguistics,Gephi,4
2017-01-01,"Montréal, Canada",linguistics,Python,16
2017-01-01,"Montréal, Canada",linguistics,TEI,20
2017-01-01,"Montréal, Canada",linguistics,Twitter,24
2017-01-01,"Montréal, Canada",linguistics,Voyant,4
2017-01-01,"Montréal, Canada",linguistics,Voyant Tools,1
2017-01-01,"Montréal, Canada",linguistics,WordPress,1
2017-01-01,"Montréal, Canada",linking and annotation,Drupal,1
2017-01-01,"Montréal, Canada",linking and annotation,Google Books,1
2017-01-01,"Montréal, Canada",linking and annotation,Python,3
2017-01-01,"Montréal, Canada",linking and annotation,TEI,8
2017-01-01,"Montréal, Canada",linking and annotation,Zotero,5
2017-01-01,"Montréal, Canada",literary studies,Drupal,1
2017-01-01,"Montréal, Canada",literary studies,Gephi,10
2017-01-01,"Montréal, Canada",literary studies,Google Books,1
2017-01-01,"Montréal, Canada",literary studies,Neatline,8
2017-01-01,"Montréal, Canada",literary studies,Palladio,1
2017-01-01,"Montréal, Canada",literary studies,Python,6
2017-01-01,"Montréal, Canada",literary studies,Scalar,6
2017-01-01,"Montréal, Canada",literary studies,TEI,27
2017-01-01,"Montréal, Canada",literary studies,Twitter,10
2017-01-01,"Montréal, Canada",literary studies,Voyant,28
2017-01-01,"Montréal, Canada",literary studies,Voyant Tools,3
2017-01-01,"Montréal, Canada",literary studies,WordPress,1
2017-01-01,"Montréal, Canada",literary studies,Zotero,3
2017-01-01,"Montréal, Canada",machine translation,TEI,1
2017-01-01,"Montréal, Canada",medieval studies,Gephi,3
2017-01-01,"Montréal, Canada",medieval studies,Python,1
2017-01-01,"Montréal, Canada",medieval studies,Scalar,2
2017-01-01,"Montréal, Canada",medieval studies,TEI,12
2017-01-01,"Montréal, Canada",medieval studies,Voyant,4
2017-01-01,"Montréal, Canada",medieval studies,Voyant Tools,3
2017-01-01,"Montréal, Canada",metadata,Gephi,1
2017-01-01,"Montréal, Canada",metadata,Google Books,1
2017-01-01,"Montréal, Canada",metadata,Neatline,1
2017-01-01,"Montréal, Canada",metadata,Python,3
2017-01-01,"Montréal, Canada",metadata,TEI,10
2017-01-01,"Montréal, Canada",mobile applications and mobile design,Neatline,7
2017-01-01,"Montréal, Canada",multilingual / multicultural approaches,Python,1
2017-01-01,"Montréal, Canada",multilingual / multicultural approaches,TEI,1
2017-01-01,"Montréal, Canada",music,Gephi,18
2017-01-01,"Montréal, Canada",music,Google Books,2
2017-01-01,"Montréal, Canada",music,Python,1
2017-01-01,"Montréal, Canada",music,TEI,12
2017-01-01,"Montréal, Canada",natural language processing,Drupal,2
2017-01-01,"Montréal, Canada",natural language processing,Gephi,2
2017-01-01,"Montréal, Canada",natural language processing,Python,16
2017-01-01,"Montréal, Canada",natural language processing,TEI,4
2017-01-01,"Montréal, Canada",natural language processing,Twitter,20
2017-01-01,"Montréal, Canada",natural language processing,Voyant,1
2017-01-01,"Montréal, Canada",natural language processing,Voyant Tools,1
2017-01-01,"Montréal, Canada",natural language processing,WordPress,1
2017-01-01,"Montréal, Canada",near eastern studies,Drupal,1
2017-01-01,"Montréal, Canada",near eastern studies,Twitter,1
2017-01-01,"Montréal, Canada","networks, relationships, graphs",Gephi,24
2017-01-01,"Montréal, Canada","networks, relationships, graphs",Palladio,1
2017-01-01,"Montréal, Canada","networks, relationships, graphs",Python,3
2017-01-01,"Montréal, Canada","networks, relationships, graphs",TEI,14
2017-01-01,"Montréal, Canada","networks, relationships, graphs",Twitter,14
2017-01-01,"Montréal, Canada",ontologies,Google Books,1
2017-01-01,"Montréal, Canada",ontologies,Python,2
2017-01-01,"Montréal, Canada",ontologies,TEI,8
2017-01-01,"Montréal, Canada",philology,Gephi,9
2017-01-01,"Montréal, Canada",philology,Python,3
2017-01-01,"Montréal, Canada",philology,Scalar,2
2017-01-01,"Montréal, Canada",philology,TEI,30
2017-01-01,"Montréal, Canada",philology,Voyant,4
2017-01-01,"Montréal, Canada",philology,Voyant Tools,3
2017-01-01,"Montréal, Canada",philosophy,TEI,12
2017-01-01,"Montréal, Canada",philosophy,Twitter,1
2017-01-01,"Montréal, Canada",philosophy,Voyant,3
2017-01-01,"Montréal, Canada","project design, organization, management",Drupal,3
2017-01-01,"Montréal, Canada","project design, organization, management",Google Books,1
2017-01-01,"Montréal, Canada","project design, organization, management",Palladio,1
2017-01-01,"Montréal, Canada","project design, organization, management",Python,1
2017-01-01,"Montréal, Canada","project design, organization, management",Scalar,6
2017-01-01,"Montréal, Canada","project design, organization, management",TEI,13
2017-01-01,"Montréal, Canada","project design, organization, management",Twitter,1
2017-01-01,"Montréal, Canada","project design, organization, management",Voyant,2
2017-01-01,"Montréal, Canada","project design, organization, management",Voyant Tools,2
2017-01-01,"Montréal, Canada","project design, organization, management",Zotero,2
2017-01-01,"Montréal, Canada",renaissance studies,Gephi,12
2017-01-01,"Montréal, Canada",renaissance studies,Python,1
2017-01-01,"Montréal, Canada",renaissance studies,TEI,14
2017-01-01,"Montréal, Canada",renaissance studies,Zotero,3
2017-01-01,"Montréal, Canada",rhetorical studies,Gephi,4
2017-01-01,"Montréal, Canada",rhetorical studies,Google Books,1
2017-01-01,"Montréal, Canada",rhetorical studies,Scalar,4
2017-01-01,"Montréal, Canada",rhetorical studies,TEI,8
2017-01-01,"Montréal, Canada",scholarly editing,Python,1
2017-01-01,"Montréal, Canada",scholarly editing,TEI,52
2017-01-01,"Montréal, Canada",scholarly editing,Voyant,1
2017-01-01,"Montréal, Canada",scholarly editing,Voyant Tools,1
2017-01-01,"Montréal, Canada",scholarly editing,Zotero,1
2017-01-01,"Montréal, Canada",semantic analysis,Python,6
2017-01-01,"Montréal, Canada",semantic analysis,Twitter,2
2017-01-01,"Montréal, Canada",semantic analysis,Voyant,1
2017-01-01,"Montréal, Canada",semantic analysis,Voyant Tools,1
2017-01-01,"Montréal, Canada",semantic web,Python,3
2017-01-01,"Montréal, Canada",semantic web,TEI,9
2017-01-01,"Montréal, Canada",social media,Python,3
2017-01-01,"Montréal, Canada",social media,TEI,2
2017-01-01,"Montréal, Canada",social media,Twitter,27
2017-01-01,"Montréal, Canada",sociology,Gephi,4
2017-01-01,"Montréal, Canada",sociology,Python,3
2017-01-01,"Montréal, Canada",sociology,TEI,1
2017-01-01,"Montréal, Canada",sociology,Twitter,11
2017-01-01,"Montréal, Canada",software design and development,Google Books,1
2017-01-01,"Montréal, Canada",software design and development,Python,3
2017-01-01,"Montréal, Canada",software design and development,TEI,35
2017-01-01,"Montréal, Canada",software design and development,Twitter,1
2017-01-01,"Montréal, Canada",software design and development,Voyant,3
2017-01-01,"Montréal, Canada",software design and development,Voyant Tools,3
2017-01-01,"Montréal, Canada",software design and development,WordPress,5
2017-01-01,"Montréal, Canada",spanish and spanish american studies,Python,1
2017-01-01,"Montréal, Canada",spanish and spanish american studies,TEI,1
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Gephi,3
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Neatline,1
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Palladio,1
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Python,3
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",TEI,12
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Twitter,10
2017-01-01,"Montréal, Canada","spatio-temporal modeling, analysis and visualisation",Voyant,4
2017-01-01,"Montréal, Canada",standards and interoperability,Drupal,2
2017-01-01,"Montréal, Canada",standards and interoperability,Python,11
2017-01-01,"Montréal, Canada",standards and interoperability,Scalar,2
2017-01-01,"Montréal, Canada",standards and interoperability,TEI,61
2017-01-01,"Montréal, Canada",standards and interoperability,Zotero,3
2017-01-01,"Montréal, Canada",stylistics and stylometry,Gephi,7
2017-01-01,"Montréal, Canada",stylistics and stylometry,Python,3
2017-01-01,"Montréal, Canada",stylistics and stylometry,Scalar,2
2017-01-01,"Montréal, Canada",stylistics and stylometry,TEI,4
2017-01-01,"Montréal, Canada",stylistics and stylometry,Twitter,15
2017-01-01,"Montréal, Canada",stylistics and stylometry,Voyant,5
2017-01-01,"Montréal, Canada",stylistics and stylometry,Voyant Tools,2
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Drupal,1
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Python,3
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Scalar,6
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",TEI,12
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Twitter,6
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Voyant,10
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Voyant Tools,3
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",WordPress,1
2017-01-01,"Montréal, Canada","teaching, pedagogy, and curriculum",Zotero,3
2017-01-01,"Montréal, Canada",text analysis,Gephi,5
2017-01-01,"Montréal, Canada",text analysis,Google Books,3
2017-01-01,"Montréal, Canada",text analysis,Python,6
2017-01-01,"Montréal, Canada",text analysis,Scalar,2
2017-01-01,"Montréal, Canada",text analysis,TEI,9
2017-01-01,"Montréal, Canada",text analysis,Twitter,30
2017-01-01,"Montréal, Canada",text analysis,Voyant,30
2017-01-01,"Montréal, Canada",text analysis,Voyant Tools,3
2017-01-01,"Montréal, Canada",text analysis,WordPress,1
2017-01-01,"Montréal, Canada",text analysis,Zotero,1
2017-01-01,"Montréal, Canada",text generation,TEI,4
2017-01-01,"Montréal, Canada",theology,TEI,3
2017-01-01,"Montréal, Canada",theology,Voyant,1
2017-01-01,"Montréal, Canada",visualization,Drupal,1
2017-01-01,"Montréal, Canada",visualization,Gephi,19
2017-01-01,"Montréal, Canada",visualization,Google Books,1
2017-01-01,"Montréal, Canada",visualization,Neatline,7
2017-01-01,"Montréal, Canada",visualization,Palladio,1
2017-01-01,"Montréal, Canada",visualization,Python,1
2017-01-01,"Montréal, Canada",visualization,TEI,10
2017-01-01,"Montréal, Canada",visualization,Twitter,3
2017-01-01,"Montréal, Canada",visualization,Voyant,8
2017-01-01,"Montréal, Canada",visualization,Voyant Tools,1
2017-01-01,"Montréal, Canada",xml,Gephi,13
2017-01-01,"Montréal, Canada",xml,Python,1
2017-01-01,"Montréal, Canada",xml,TEI,109
2018-01-01,"Mexico City, Mexico","GLAM: galleries, libraries, archives, museums",Gephi,1
2018-01-01,"Mexico City, Mexico","GLAM: galleries, libraries, archives, museums",Palladio,1
2018-01-01,"Mexico City, Mexico","GLAM: galleries, libraries, archives, museums",TEI,6
2018-01-01,"Mexico City, Mexico",anthropology,Neatline,1
2018-01-01,"Mexico City, Mexico",anthropology,Python,7
2018-01-01,"Mexico City, Mexico",anthropology,TEI,1
2018-01-01,"Mexico City, Mexico",anthropology,Twitter,16
2018-01-01,"Mexico City, Mexico",anthropology,WordPress,2
2018-01-01,"Mexico City, Mexico",archaeology,TEI,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Drupal,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Gephi,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Google Books,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Palladio,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Python,1
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",TEI,17
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Twitter,29
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Voyant,3
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",Voyant Tools,2
2018-01-01,"Mexico City, Mexico","archives, repositories, sustainability and preservation",WordPress,2
2018-01-01,"Mexico City, Mexico",art history,Gephi,3
2018-01-01,"Mexico City, Mexico",art history,Google Books,1
2018-01-01,"Mexico City, Mexico",art history,Palladio,1
2018-01-01,"Mexico City, Mexico",art history,TEI,1
2018-01-01,"Mexico City, Mexico",art history,Twitter,2
2018-01-01,"Mexico City, Mexico",artificial intelligence and machine learning,Gephi,1
2018-01-01,"Mexico City, Mexico",artificial intelligence and machine learning,Python,5
2018-01-01,"Mexico City, Mexico",artificial intelligence and machine learning,TEI,1
2018-01-01,"Mexico City, Mexico",artificial intelligence and machine learning,Twitter,1
2018-01-01,"Mexico City, Mexico",asian studies,Python,1
2018-01-01,"Mexico City, Mexico",asian studies,Scalar,1
2018-01-01,"Mexico City, Mexico",asian studies,TEI,1
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",Python,4
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",Scalar,3
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",StoryMapJS,2
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",TEI,3
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",Twitter,1
2018-01-01,"Mexico City, Mexico","audio, video, multimedia",WordPress,2
2018-01-01,"Mexico City, Mexico",authorship attribution / authority,Python,3
2018-01-01,"Mexico City, Mexico",authorship attribution / authority,TEI,7
2018-01-01,"Mexico City, Mexico",bibliographic methods / textual studies,Gephi,2
2018-01-01,"Mexico City, Mexico",bibliographic methods / textual studies,Python,1
2018-01-01,"Mexico City, Mexico",bibliographic methods / textual studies,TEI,5
2018-01-01,"Mexico City, Mexico",bibliographic methods / textual studies,Voyant,3
2018-01-01,"Mexico City, Mexico",bibliographic methods / textual studies,Voyant Tools,3
2018-01-01,"Mexico City, Mexico",black studies,Gephi,1
2018-01-01,"Mexico City, Mexico",black studies,Python,1
2018-01-01,"Mexico City, Mexico",black studies,Scalar,1
2018-01-01,"Mexico City, Mexico",black studies,Twitter,7
2018-01-01,"Mexico City, Mexico",classical studies,Python,3
2018-01-01,"Mexico City, Mexico",classical studies,TEI,7
2018-01-01,"Mexico City, Mexico",computer science,Google Books,9
2018-01-01,"Mexico City, Mexico",computer science,Palladio,1
2018-01-01,"Mexico City, Mexico",computer science,Python,20
2018-01-01,"Mexico City, Mexico",computer science,TEI,30
2018-01-01,"Mexico City, Mexico",computer science,Twitter,35
2018-01-01,"Mexico City, Mexico",computer science,Voyant,3
2018-01-01,"Mexico City, Mexico",computer science,Voyant Tools,3
2018-01-01,"Mexico City, Mexico",computer science,Zotero,1
2018-01-01,"Mexico City, Mexico",concording and indexing,WordPress,2
2018-01-01,"Mexico City, Mexico",content analysis,Python,8
2018-01-01,"Mexico City, Mexico",content analysis,TEI,1
2018-01-01,"Mexico City, Mexico",content analysis,WordPress,2
2018-01-01,"Mexico City, Mexico","copyright, licensing, and open access",WordPress,2
2018-01-01,"Mexico City, Mexico",corpora and corpus activities,Google Books,10
2018-01-01,"Mexico City, Mexico",corpora and corpus activities,Neatline,1
2018-01-01,"Mexico City, Mexico",corpora and corpus activities,Python,9
2018-01-01,"Mexico City, Mexico",corpora and corpus activities,TEI,36
2018-01-01,"Mexico City, Mexico",corpora and corpus activities,WordPress,2
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",Gephi,1
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",Neatline,2
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",Palladio,1
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",Python,1
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",StoryMapJS,2
2018-01-01,"Mexico City, Mexico","creative and performing arts, including writing",Voyant,2
2018-01-01,"Mexico City, Mexico",criticism,Google Books,1
2018-01-01,"Mexico City, Mexico",criticism,Palladio,1
2018-01-01,"Mexico City, Mexico",criticism,Python,1
2018-01-01,"Mexico City, Mexico",criticism,Scalar,1
2018-01-01,"Mexico City, Mexico",criticism,TEI,8
2018-01-01,"Mexico City, Mexico",criticism,Twitter,20
2018-01-01,"Mexico City, Mexico",crowdsourcing,Python,1
2018-01-01,"Mexico City, Mexico",crowdsourcing,TEI,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Drupal,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Gephi,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Python,5
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Scalar,3
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,TEI,10
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Twitter,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Voyant,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Voyant Tools,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,WordPress,1
2018-01-01,"Mexico City, Mexico",cultural and/or institutional infrastructure,Zotero,1
2018-01-01,"Mexico City, Mexico",cultural studies,Drupal,1
2018-01-01,"Mexico City, Mexico",cultural studies,Gephi,1
2018-01-01,"Mexico City, Mexico",cultural studies,Google Books,1
2018-01-01,"Mexico City, Mexico",cultural studies,Neatline,1
2018-01-01,"Mexico City, Mexico",cultural studies,Python,8
2018-01-01,"Mexico City, Mexico",cultural studies,Scalar,1
2018-01-01,"Mexico City, Mexico",cultural studies,TEI,23
2018-01-01,"Mexico City, Mexico",cultural studies,Twitter,3
2018-01-01,"Mexico City, Mexico",cultural studies,Voyant,1
2018-01-01,"Mexico City, Mexico",cultural studies,Voyant Tools,1
2018-01-01,"Mexico City, Mexico",cultural studies,WordPress,1
2018-01-01,"Mexico City, Mexico",cultural studies,Zotero,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,Gephi,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,Google Books,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,Neatline,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,Python,6
2018-01-01,"Mexico City, Mexico",data mining / text mining,Scalar,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,TEI,3
2018-01-01,"Mexico City, Mexico",data mining / text mining,Twitter,1
2018-01-01,"Mexico City, Mexico",data mining / text mining,Zotero,1
2018-01-01,"Mexico City, Mexico",data modeling and architecture including hypothesis-driven modeling,TEI,2
2018-01-01,"Mexico City, Mexico",databases & dbms,Python,3
2018-01-01,"Mexico City, Mexico",databases & dbms,TEI,7
2018-01-01,"Mexico City, Mexico",design,Python,1
2018-01-01,"Mexico City, Mexico",design,TEI,2
2018-01-01,"Mexico City, Mexico",design,Twitter,1
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,Gephi,1
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,Python,1
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,Scalar,1
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,TEI,1
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,Twitter,24
2018-01-01,"Mexico City, Mexico",digital activism and networked communities,WordPress,2
2018-01-01,"Mexico City, Mexico",digital ecologies and critical infrastructure studies,Drupal,1
2018-01-01,"Mexico City, Mexico",digital ecologies and critical infrastructure studies,Gephi,1
2018-01-01,"Mexico City, Mexico",digital ecologies and critical infrastructure studies,Python,1
2018-01-01,"Mexico City, Mexico",digital ecologies and critical infrastructure studies,TEI,17
2018-01-01,"Mexico City, Mexico",digital ecologies and critical infrastructure studies,Twitter,1
2018-01-01,"Mexico City, Mexico",digital humanities history,Google Books,1
2018-01-01,"Mexico City, Mexico",digital humanities history,Palladio,1
2018-01-01,"Mexico City, Mexico",digital humanities history,Python,1
2018-01-01,"Mexico City, Mexico",digital humanities history,Scalar,1
2018-01-01,"Mexico City, Mexico",digital humanities history,TEI,8
2018-01-01,"Mexico City, Mexico",digital humanities history,Twitter,20
2018-01-01,"Mexico City, Mexico",digitisation - theory and practice,Google Books,1
2018-01-01,"Mexico City, Mexico",digitisation - theory and practice,TEI,2
2018-01-01,"Mexico City, Mexico","digitisation, resource creation, and discovery",Google Books,1
2018-01-01,"Mexico City, Mexico","digitisation, resource creation, and discovery",Neatline,2
2018-01-01,"Mexico City, Mexico","digitisation, resource creation, and discovery",Palladio,1
2018-01-01,"Mexico City, Mexico","digitisation, resource creation, and discovery",Python,1
2018-01-01,"Mexico City, Mexico","digitisation, resource creation, and discovery",Scalar,1
