Source,Target,Date,Location,Weight,Latitude,Longitude,Coordinates
Gephi,Voyant,1/1/2016 0:00:00,"Kraków, Poland",38,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Voyant,1/1/2017 0:00:00,"Montréal, Canada",58,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",13,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",21,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Voyant,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,Voyant,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",19,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",22,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",13,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",18,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Voyant Tools,1/1/2022 0:00:00,"Tokyo, Japan",14,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,WordPress,1/1/2011 0:00:00,"Stanford, California, United States",6,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",8,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",23,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,WordPress,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,WordPress,1/1/2016 0:00:00,"Kraków, Poland",25,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,WordPress,1/1/2017 0:00:00,"Montréal, Canada",34,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",10,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,WordPress,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Gephi,WordPress,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Gephi,Zotero,1/1/2011 0:00:00,"Stanford, California, United States",7,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Gephi,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",5,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Gephi,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",24,40.813616,-96.7025955,"40.813616, -96.7025955"
Gephi,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",19,46.5196535,6.6322734,"46.5196535, 6.6322734"
Gephi,Zotero,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Gephi,Zotero,1/1/2016 0:00:00,"Kraków, Poland",28,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Gephi,Zotero,1/1/2017 0:00:00,"Montréal, Canada",34,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Gephi,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
Gephi,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Gephi,Zotero,1/1/2022 0:00:00,"Tokyo, Japan",12,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Drupal,1/1/2009 0:00:00,"College Park, Maryland, United States",17,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,Drupal,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,Drupal,1/1/2011 0:00:00,"Stanford, California, United States",13,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",26,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",21,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",16,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Drupal,1/1/2015 0:00:00,"Sydney, Australia",15,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Drupal,1/1/2016 0:00:00,"Kraków, Poland",35,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Drupal,1/1/2017 0:00:00,"Montréal, Canada",6,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Drupal,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Drupal,1/1/2022 0:00:00,"Tokyo, Japan",6,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Gephi,1/1/2011 0:00:00,"Stanford, California, United States",15,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",19,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",19,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Gephi,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Gephi,1/1/2016 0:00:00,"Kraków, Poland",36,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Gephi,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",17,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",16,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Gephi,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Gephi,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Neatline,1/1/2010 0:00:00,"London, England, United Kingdom",3,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",48,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",17,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Neatline,1/1/2015 0:00:00,"Sydney, Australia",15,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Neatline,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Neatline,1/1/2017 0:00:00,"Montréal, Canada",11,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",13,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Palladio,1/1/2015 0:00:00,"Sydney, Australia",31,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Palladio,1/1/2016 0:00:00,"Kraków, Poland",15,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Palladio,1/1/2017 0:00:00,"Montréal, Canada",4,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Palladio,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Python,1/1/2008 0:00:00,"Oulu, Finland",5,65.0120888,25.4650773,"65.0120888, 25.4650773"
Google Books,Python,1/1/2009 0:00:00,"College Park, Maryland, United States",17,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,Python,1/1/2010 0:00:00,"London, England, United Kingdom",2,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,Python,1/1/2011 0:00:00,"Stanford, California, United States",13,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,Python,1/1/2012 0:00:00,"Hamburg, Germany",18,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Python,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",9,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Python,1/1/2014 0:00:00,"Lausanne, Switzerland",10,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Python,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Python,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Python,1/1/2017 0:00:00,"Montréal, Canada",24,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Python,1/1/2018 0:00:00,"Mexico City, Mexico",30,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",14,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Python,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Python,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Scalar,1/1/2012 0:00:00,"Hamburg, Germany",26,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Scalar,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",4,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Scalar,1/1/2014 0:00:00,"Lausanne, Switzerland",9,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Scalar,1/1/2015 0:00:00,"Sydney, Australia",16,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Scalar,1/1/2016 0:00:00,"Kraków, Poland",15,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Scalar,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",14,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Scalar,1/1/2022 0:00:00,"Tokyo, Japan",4,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",12,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,TEI,1/1/2008 0:00:00,"Oulu, Finland",158,65.0120888,25.4650773,"65.0120888, 25.4650773"
Google Books,TEI,1/1/2009 0:00:00,"College Park, Maryland, United States",159,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,TEI,1/1/2010 0:00:00,"London, England, United Kingdom",139,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,TEI,1/1/2011 0:00:00,"Stanford, California, United States",101,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,TEI,1/1/2012 0:00:00,"Hamburg, Germany",165,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",165,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",121,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,TEI,1/1/2015 0:00:00,"Sydney, Australia",284,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,TEI,1/1/2016 0:00:00,"Kraków, Poland",165,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,TEI,1/1/2017 0:00:00,"Montréal, Canada",127,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",65,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",284,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,TEI,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",37,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,TEI,1/1/2022 0:00:00,"Tokyo, Japan",101,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Twitter,1/1/2009 0:00:00,"College Park, Maryland, United States",15,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,Twitter,1/1/2010 0:00:00,"London, England, United Kingdom",20,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,Twitter,1/1/2011 0:00:00,"Stanford, California, United States",33,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",18,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",19,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",17,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Twitter,1/1/2015 0:00:00,"Sydney, Australia",37,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Twitter,1/1/2016 0:00:00,"Kraków, Poland",66,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Twitter,1/1/2017 0:00:00,"Montréal, Canada",47,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",81,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Twitter,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",27,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Twitter,1/1/2022 0:00:00,"Tokyo, Japan",16,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",27,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",44,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",44,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Voyant,1/1/2015 0:00:00,"Sydney, Australia",54,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Voyant,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Voyant,1/1/2017 0:00:00,"Montréal, Canada",33,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",16,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Voyant,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,Voyant,1/1/2022 0:00:00,"Tokyo, Japan",31,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",6,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",12,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",26,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",6,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",16,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",10,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Voyant Tools,1/1/2022 0:00:00,"Tokyo, Japan",11,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,WordPress,1/1/2009 0:00:00,"College Park, Maryland, United States",24,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,WordPress,1/1/2010 0:00:00,"London, England, United Kingdom",4,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,WordPress,1/1/2011 0:00:00,"Stanford, California, United States",15,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",19,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",9,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",9,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,WordPress,1/1/2015 0:00:00,"Sydney, Australia",17,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,WordPress,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,WordPress,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",13,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,WordPress,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Google Books,WordPress,1/1/2022 0:00:00,"Tokyo, Japan",6,35.6764225,139.650027,"35.6764225, 139.650027"
Google Books,Zotero,1/1/2008 0:00:00,"Oulu, Finland",12,65.0120888,25.4650773,"65.0120888, 25.4650773"
Google Books,Zotero,1/1/2009 0:00:00,"College Park, Maryland, United States",51,38.9896967,-76.93776,"38.9896967, -76.93776"
Google Books,Zotero,1/1/2010 0:00:00,"London, England, United Kingdom",4,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Google Books,Zotero,1/1/2011 0:00:00,"Stanford, California, United States",16,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Google Books,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",16,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Google Books,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",10,40.813616,-96.7025955,"40.813616, -96.7025955"
Google Books,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",12,46.5196535,6.6322734,"46.5196535, 6.6322734"
Google Books,Zotero,1/1/2015 0:00:00,"Sydney, Australia",17,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Google Books,Zotero,1/1/2016 0:00:00,"Kraków, Poland",20,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Google Books,Zotero,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Google Books,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Google Books,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Google Books,Zotero,1/1/2022 0:00:00,"Tokyo, Japan",9,35.6764225,139.650027,"35.6764225, 139.650027"
Neatline,Drupal,1/1/2010 0:00:00,"London, England, United Kingdom",6,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",44,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",32,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",18,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Drupal,1/1/2015 0:00:00,"Sydney, Australia",2,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Drupal,1/1/2016 0:00:00,"Kraków, Poland",29,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Drupal,1/1/2017 0:00:00,"Montréal, Canada",11,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",37,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",31,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",21,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Gephi,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Gephi,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Gephi,1/1/2017 0:00:00,"Montréal, Canada",36,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",10,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Google Books,1/1/2010 0:00:00,"London, England, United Kingdom",3,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",48,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",17,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Google Books,1/1/2015 0:00:00,"Sydney, Australia",15,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Google Books,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Google Books,1/1/2017 0:00:00,"Montréal, Canada",11,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",13,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Palladio,1/1/2015 0:00:00,"Sydney, Australia",18,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Palladio,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Palladio,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Python,1/1/2010 0:00:00,"London, England, United Kingdom",3,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,Python,1/1/2012 0:00:00,"Hamburg, Germany",36,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Python,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Python,1/1/2014 0:00:00,"Lausanne, Switzerland",12,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Python,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Python,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Python,1/1/2017 0:00:00,"Montréal, Canada",29,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Python,1/1/2018 0:00:00,"Mexico City, Mexico",23,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Scalar,1/1/2012 0:00:00,"Hamburg, Germany",44,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Scalar,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",15,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Scalar,1/1/2014 0:00:00,"Lausanne, Switzerland",11,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Scalar,1/1/2015 0:00:00,"Sydney, Australia",3,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Scalar,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Scalar,1/1/2017 0:00:00,"Montréal, Canada",14,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
