Date,Location,Source,Target,Weight
2016-01-01,"Kraków, Poland",TEI,project description,1
2016-01-01,"Kraków, Poland",TEI,project design,1
2016-01-01,"Kraków, Poland",TEI,project management,1
2016-01-01,"Kraków, Poland",TEI,prototype analysis,5
2016-01-01,"Kraków, Poland",TEI,prototype evaluation,5
2016-01-01,"Kraków, Poland",TEI,publication,2
2016-01-01,"Kraków, Poland",TEI,publication model,8
2016-01-01,"Kraków, Poland",TEI,publishing,40
2016-01-01,"Kraków, Poland",TEI,publishing model,1
2016-01-01,"Kraków, Poland",TEI,qur'an,1
2016-01-01,"Kraków, Poland",TEI,rdf,7
2016-01-01,"Kraków, Poland",TEI,renaissance,2
2016-01-01,"Kraków, Poland",TEI,repository,4
2016-01-01,"Kraków, Poland",TEI,research,3
2016-01-01,"Kraków, Poland",TEI,research data,4
2016-01-01,"Kraków, Poland",TEI,ricerca scientifica tramite strumenti digitali,3
2016-01-01,"Kraków, Poland",TEI,russian,1
2016-01-01,"Kraków, Poland",TEI,scholarly editing,3
2016-01-01,"Kraków, Poland",TEI,scholarly edition,8
2016-01-01,"Kraków, Poland",TEI,scholarship,3
2016-01-01,"Kraków, Poland",TEI,scholastic latin,1
2016-01-01,"Kraków, Poland",TEI,search,1
2016-01-01,"Kraków, Poland",TEI,semantic annotation,4
2016-01-01,"Kraków, Poland",TEI,semantic annotation of texts,8
2016-01-01,"Kraków, Poland",TEI,semantic modelling,1
2016-01-01,"Kraków, Poland",TEI,semantic web,9
2016-01-01,"Kraków, Poland",TEI,skos,1
2016-01-01,"Kraków, Poland",TEI,slavic studies,1
2016-01-01,"Kraków, Poland",TEI,small worlds,2
2016-01-01,"Kraków, Poland",TEI,sna,2
2016-01-01,"Kraków, Poland",TEI,society,1
2016-01-01,"Kraków, Poland",TEI,standardization,9
2016-01-01,"Kraków, Poland",TEI,standards,3
2016-01-01,"Kraków, Poland",TEI,stemmatology,1
2016-01-01,"Kraków, Poland",TEI,stil,1
2016-01-01,"Kraków, Poland",TEI,storia,3
2016-01-01,"Kraków, Poland",TEI,style,1
2016-01-01,"Kraków, Poland",TEI,sustainability,2
2016-01-01,"Kraków, Poland",TEI,systã¨me dâinformation gã©ographique,4
2016-01-01,"Kraków, Poland",TEI,sã©miotique des ã©ditions,2
2016-01-01,"Kraków, Poland",TEI,tagging,3
2016-01-01,"Kraków, Poland",TEI,tei,123
2016-01-01,"Kraków, Poland",TEI,tei markup,6
2016-01-01,"Kraków, Poland",TEI,tei processing model,18
2016-01-01,"Kraków, Poland",TEI,tei simple,18
2016-01-01,"Kraków, Poland",TEI,tei-xml,10
2016-01-01,"Kraków, Poland",TEI,temporality,1
2016-01-01,"Kraków, Poland",TEI,text alignment,1
2016-01-01,"Kraków, Poland",TEI,text analysis,1
2016-01-01,"Kraków, Poland",TEI,text and music,1
2016-01-01,"Kraków, Poland",TEI,text reuse,2
2016-01-01,"Kraków, Poland",TEI,text-analysis,1
2016-01-01,"Kraków, Poland",TEI,text-as-graph,7
2016-01-01,"Kraków, Poland",TEI,textual communities,1
2016-01-01,"Kraków, Poland",TEI,textual criticism,1
2016-01-01,"Kraków, Poland",TEI,textual editing,3
2016-01-01,"Kraków, Poland",TEI,textual processing,3
2016-01-01,"Kraków, Poland",TEI,textual variance,1
2016-01-01,"Kraków, Poland",TEI,theater,4
2016-01-01,"Kraków, Poland",TEI,topoi identification,2
2016-01-01,"Kraków, Poland",TEI,tradition,9
2016-01-01,"Kraków, Poland",TEI,training,1
2016-01-01,"Kraków, Poland",TEI,transcriber,3
2016-01-01,"Kraków, Poland",TEI,txm,1
2016-01-01,"Kraków, Poland",TEI,typography,8
2016-01-01,"Kraków, Poland",TEI,user assessment,1
2016-01-01,"Kraków, Poland",TEI,user community,1
2016-01-01,"Kraków, Poland",TEI,user experience,2
2016-01-01,"Kraków, Poland",TEI,user interface,1
2016-01-01,"Kraków, Poland",TEI,visualisation,1
2016-01-01,"Kraków, Poland",TEI,visualization,13
2016-01-01,"Kraków, Poland",TEI,web,1
2016-01-01,"Kraków, Poland",TEI,web application,1
2016-01-01,"Kraków, Poland",TEI,web edition,15
2016-01-01,"Kraków, Poland",TEI,web infrastructure,3
2016-01-01,"Kraków, Poland",TEI,web interface,1
2016-01-01,"Kraków, Poland",TEI,web semantic,2
2016-01-01,"Kraków, Poland",TEI,web services,1
2016-01-01,"Kraków, Poland",TEI,web visualization,15
2016-01-01,"Kraków, Poland",TEI,web-design,5
2016-01-01,"Kraków, Poland",TEI,webportal,2
2016-01-01,"Kraków, Poland",TEI,word segmentation,1
2016-01-01,"Kraków, Poland",TEI,wordformation,4
2016-01-01,"Kraków, Poland",TEI,writing,8
2016-01-01,"Kraków, Poland",TEI,xml,86
2016-01-01,"Kraków, Poland",TEI,xml database,2
2016-01-01,"Kraków, Poland",TEI,xml packaging system,1
2016-01-01,"Kraków, Poland",TEI,xml tei,15
2016-01-01,"Kraków, Poland",TEI,xml-tei visualisation tools,5
2016-01-01,"Kraków, Poland",TEI,xqueries for literary texts,2
2016-01-01,"Kraków, Poland",TEI,xquery,2
2016-01-01,"Kraków, Poland",TEI,xslt,2
2016-01-01,"Kraków, Poland",TEI,ãglises rã©formã©es,4
2016-01-01,"Kraków, Poland",TEI,ã©dition critique ã©lectronique,2
2016-01-01,"Kraków, Poland",TEI,ã©dition numã©rique de sources historiques,4
2016-01-01,"Kraków, Poland",Twitter,api,2
2016-01-01,"Kraków, Poland",Twitter,archives,1
2016-01-01,"Kraków, Poland",Twitter,authorship attribution,6
2016-01-01,"Kraków, Poland",Twitter,automated content analyses,1
2016-01-01,"Kraków, Poland",Twitter,biographical data,1
2016-01-01,"Kraków, Poland",Twitter,citationality,1
2016-01-01,"Kraków, Poland",Twitter,cognitive computing,1
2016-01-01,"Kraków, Poland",Twitter,cognitive linguistics,6
2016-01-01,"Kraków, Poland",Twitter,computational methods,1
2016-01-01,"Kraków, Poland",Twitter,cross-linguistic,6
2016-01-01,"Kraków, Poland",Twitter,data retrieval,2
2016-01-01,"Kraków, Poland",Twitter,data visualisation,2
2016-01-01,"Kraków, Poland",Twitter,dictionaries,1
2016-01-01,"Kraków, Poland",Twitter,digital collections,1
2016-01-01,"Kraków, Poland",Twitter,digital history,21
2016-01-01,"Kraków, Poland",Twitter,digital humanities,5
2016-01-01,"Kraków, Poland",Twitter,eadh,3
2016-01-01,"Kraków, Poland",Twitter,emotion analysis,1
2016-01-01,"Kraków, Poland",Twitter,english,1
2016-01-01,"Kraków, Poland",Twitter,event detection,6
2016-01-01,"Kraków, Poland",Twitter,exploratory data analysis,2
2016-01-01,"Kraków, Poland",Twitter,folklore,1
2016-01-01,"Kraków, Poland",Twitter,gephi,2
2016-01-01,"Kraków, Poland",Twitter,gis,1
2016-01-01,"Kraków, Poland",Twitter,html,1
2016-01-01,"Kraków, Poland",Twitter,ibm watson,1
2016-01-01,"Kraków, Poland",Twitter,infrastructure development,2
2016-01-01,"Kraków, Poland",Twitter,international collaboration,1
2016-01-01,"Kraków, Poland",Twitter,internet,1
2016-01-01,"Kraków, Poland",Twitter,internet studies,1
2016-01-01,"Kraków, Poland",Twitter,interpretation,2
2016-01-01,"Kraków, Poland",Twitter,javascript,1
2016-01-01,"Kraków, Poland",Twitter,language attitudes,15
2016-01-01,"Kraków, Poland",Twitter,literature,1
2016-01-01,"Kraków, Poland",Twitter,main characters,1
2016-01-01,"Kraków, Poland",Twitter,media studies,1
2016-01-01,"Kraków, Poland",Twitter,multi method,1
2016-01-01,"Kraków, Poland",Twitter,network,2
2016-01-01,"Kraków, Poland",Twitter,new york city english,15
2016-01-01,"Kraków, Poland",Twitter,online news,1
2016-01-01,"Kraków, Poland",Twitter,pedagogy,1
2016-01-01,"Kraków, Poland",Twitter,personality,1
2016-01-01,"Kraków, Poland",Twitter,poetry,1
2016-01-01,"Kraków, Poland",Twitter,prosopographical models,1
2016-01-01,"Kraków, Poland",Twitter,reading,1
2016-01-01,"Kraków, Poland",Twitter,research libraries,1
2016-01-01,"Kraków, Poland",Twitter,research support,1
2016-01-01,"Kraków, Poland",Twitter,scholarly communications,3
2016-01-01,"Kraków, Poland",Twitter,science and technology studies,5
2016-01-01,"Kraków, Poland",Twitter,semantic web,1
2016-01-01,"Kraków, Poland",Twitter,shakespeare,1
2016-01-01,"Kraków, Poland",Twitter,skill-building,1
2016-01-01,"Kraków, Poland",Twitter,social media,10
2016-01-01,"Kraków, Poland",Twitter,social networks on line,20
2016-01-01,"Kraków, Poland",Twitter,stylometry,6
2016-01-01,"Kraków, Poland",Twitter,text analysis,36
2016-01-01,"Kraków, Poland",Twitter,text corpora,1
2016-01-01,"Kraków, Poland",Twitter,text mining,22
2016-01-01,"Kraków, Poland",Twitter,training,1
2016-01-01,"Kraków, Poland",Twitter,twitter,35
2016-01-01,"Kraków, Poland",Twitter,web archives,1
2016-01-01,"Kraków, Poland",Twitter,web archiving,5
2016-01-01,"Kraków, Poland",Twitter,web historiography,1
2016-01-01,"Kraków, Poland",Twitter,web history,1
2016-01-01,"Kraków, Poland",Twitter,web tracking,1
2016-01-01,"Kraków, Poland",Twitter,wikipedia,1
2016-01-01,"Kraków, Poland",Twitter,ww1,20
2016-01-01,"Kraków, Poland",Voyant,analysis architectural and design patterns,3
2016-01-01,"Kraków, Poland",Voyant,annotations,5
2016-01-01,"Kraków, Poland",Voyant,british romanticism,7
2016-01-01,"Kraków, Poland",Voyant,case studies,1
2016-01-01,"Kraków, Poland",Voyant,close reading,5
2016-01-01,"Kraków, Poland",Voyant,digital scholarship centers,1
2016-01-01,"Kraków, Poland",Voyant,distant reading,5
2016-01-01,"Kraków, Poland",Voyant,eebo,1
2016-01-01,"Kraków, Poland",Voyant,hathitrust,1
2016-01-01,"Kraków, Poland",Voyant,history,1
2016-01-01,"Kraków, Poland",Voyant,interdisciplinarity,1
2016-01-01,"Kraków, Poland",Voyant,literary computing,3
2016-01-01,"Kraków, Poland",Voyant,literary studies,1
2016-01-01,"Kraków, Poland",Voyant,machine learning,1
2016-01-01,"Kraków, Poland",Voyant,media archaeology,1
2016-01-01,"Kraków, Poland",Voyant,object-oriented analysis and design,3
2016-01-01,"Kraków, Poland",Voyant,project design,1
2016-01-01,"Kraków, Poland",Voyant,research infrastructures,1
2016-01-01,"Kraków, Poland",Voyant,russian,1
2016-01-01,"Kraków, Poland",Voyant,slavic studies,1
2016-01-01,"Kraków, Poland",Voyant,text,1
2016-01-01,"Kraków, Poland",Voyant,text analysis,8
2016-01-01,"Kraków, Poland",Voyant,textual criticism,7
2016-01-01,"Kraków, Poland",Voyant,textual processing,3
2016-01-01,"Kraków, Poland",Voyant,user assessment,1
2016-01-01,"Kraków, Poland",Voyant,user needs,1
2016-01-01,"Kraków, Poland",Voyant,very large collections,1
2016-01-01,"Kraków, Poland",Voyant,web infrastructure,3
2016-01-01,"Kraków, Poland",Voyant Tools,analysis architectural and design patterns,3
2016-01-01,"Kraków, Poland",Voyant Tools,annotations,5
2016-01-01,"Kraków, Poland",Voyant Tools,british romanticism,3
2016-01-01,"Kraków, Poland",Voyant Tools,close reading,5
2016-01-01,"Kraków, Poland",Voyant Tools,distant reading,5
2016-01-01,"Kraków, Poland",Voyant Tools,literary computing,3
2016-01-01,"Kraków, Poland",Voyant Tools,object-oriented analysis and design,3
2016-01-01,"Kraków, Poland",Voyant Tools,text analysis,3
2016-01-01,"Kraków, Poland",Voyant Tools,textual criticism,3
2016-01-01,"Kraków, Poland",Voyant Tools,textual processing,3
2016-01-01,"Kraków, Poland",Voyant Tools,web infrastructure,3
2016-01-01,"Kraków, Poland",WordPress,blogging,1
2016-01-01,"Kraków, Poland",WordPress,collaboration,1
2016-01-01,"Kraków, Poland",WordPress,dariah,1
2016-01-01,"Kraków, Poland",WordPress,data mining,1
2016-01-01,"Kraków, Poland",WordPress,historia del arte digital,2
2016-01-01,"Kraków, Poland",WordPress,history,1
2016-01-01,"Kraków, Poland",WordPress,online teaching,1
2016-01-01,"Kraków, Poland",WordPress,open source,2
2016-01-01,"Kraków, Poland",WordPress,partnership,1
2016-01-01,"Kraków, Poland",WordPress,past,1
2016-01-01,"Kraków, Poland",WordPress,pressforward,1
2016-01-01,"Kraków, Poland",WordPress,repositorios de datos,2
2016-01-01,"Kraków, Poland",WordPress,topic characterization,1
2016-01-01,"Kraków, Poland",WordPress,visual analytics,1
2016-01-01,"Kraków, Poland",WordPress,web mining,2
2016-01-01,"Kraków, Poland",WordPress,wordpress,2
2016-01-01,"Kraków, Poland",Zotero,archaeology,3
2016-01-01,"Kraków, Poland",Zotero,data management system,3
2016-01-01,"Kraków, Poland",Zotero,data modelling,3
2016-01-01,"Kraków, Poland",Zotero,database structure,1
2016-01-01,"Kraków, Poland",Zotero,epidoc,2
2016-01-01,"Kraków, Poland",Zotero,epigraphy,2
2016-01-01,"Kraków, Poland",Zotero,greek,2
2016-01-01,"Kraków, Poland",Zotero,latin,2
2016-01-01,"Kraków, Poland",Zotero,mapping,1
2016-01-01,"Kraków, Poland",Zotero,open source,1
2016-01-01,"Kraków, Poland",Zotero,public user interface,1
2016-01-01,"Kraków, Poland",Zotero,sustainability,1
2016-01-01,"Kraków, Poland",Zotero,tei,2
2016-01-01,"Kraków, Poland",Zotero,timelines,1
2016-01-01,"Leipzig, Germany",TEI,diversity,8
2016-01-01,"Leipzig, Germany",TEI,multikulturalität,8
2016-01-01,"Leipzig, Germany",TEI,multilingualität,8
2017-01-01,"Montréal, Canada",Drupal,annotation,1
2017-01-01,"Montréal, Canada",Drupal,blog spam,2
2017-01-01,"Montréal, Canada",Drupal,botnets,2
2017-01-01,"Montréal, Canada",Drupal,careers,1
2017-01-01,"Montréal, Canada",Drupal,collaborative,1
2017-01-01,"Montréal, Canada",Drupal,computation,1
2017-01-01,"Montréal, Canada",Drupal,curation,2
2017-01-01,"Montréal, Canada",Drupal,digital archives,1
2017-01-01,"Montréal, Canada",Drupal,digital preservation,2
2017-01-01,"Montréal, Canada",Drupal,grant services,2
2017-01-01,"Montréal, Canada",Drupal,infrastructure,1
2017-01-01,"Montréal, Canada",Drupal,learning,1
2017-01-01,"Montréal, Canada",Drupal,pedagogy,1
2017-01-01,"Montréal, Canada",Drupal,research computing,1
2017-01-01,"Montréal, Canada",Drupal,scholarly communication,2
2017-01-01,"Montréal, Canada",Drupal,social,1
2017-01-01,"Montréal, Canada",Drupal,spam,2
2017-01-01,"Montréal, Canada",Drupal,sustainability,2
2017-01-01,"Montréal, Canada",Gephi,actor-network,1
2017-01-01,"Montréal, Canada",Gephi,annotation,4
2017-01-01,"Montréal, Canada",Gephi,archives,12
2017-01-01,"Montréal, Canada",Gephi,bayerisches musiker lexikon online,6
2017-01-01,"Montréal, Canada",Gephi,belarusian literature,1
2017-01-01,"Montréal, Canada",Gephi,burrows's delta,4
2017-01-01,"Montréal, Canada",Gephi,collaboration,1
2017-01-01,"Montréal, Canada",Gephi,data mining,3
2017-01-01,"Montréal, Canada",Gephi,diachronic,1
2017-01-01,"Montréal, Canada",Gephi,distant reading,4
2017-01-01,"Montréal, Canada",Gephi,entity detection,4
2017-01-01,"Montréal, Canada",Gephi,great awakening,4
2017-01-01,"Montréal, Canada",Gephi,historical network research,1
2017-01-01,"Montréal, Canada",Gephi,interactive visual exploration,6
2017-01-01,"Montréal, Canada",Gephi,literary studies,2
2017-01-01,"Montréal, Canada",Gephi,manuscript studies,3
2017-01-01,"Montréal, Canada",Gephi,musicians,12
2017-01-01,"Montréal, Canada",Gephi,musicians' biographies,6
2017-01-01,"Montréal, Canada",Gephi,narratology,2
2017-01-01,"Montréal, Canada",Gephi,network,1
2017-01-01,"Montréal, Canada",Gephi,network analysis,3
2017-01-01,"Montréal, Canada",Gephi,network extraction,4
2017-01-01,"Montréal, Canada",Gephi,networks,14
2017-01-01,"Montréal, Canada",Gephi,nordic philology,3
2017-01-01,"Montréal, Canada",Gephi,periodicals,1
2017-01-01,"Montréal, Canada",Gephi,poland,2
2017-01-01,"Montréal, Canada",Gephi,print,1
2017-01-01,"Montréal, Canada",Gephi,puritanism,4
2017-01-01,"Montréal, Canada",Gephi,research environment,1
2017-01-01,"Montréal, Canada",Gephi,segmentation,4
2017-01-01,"Montréal, Canada",Gephi,social network,6
2017-01-01,"Montréal, Canada",Gephi,sociology of literature,2
2017-01-01,"Montréal, Canada",Gephi,software development,1
2017-01-01,"Montréal, Canada",Gephi,space,2
2017-01-01,"Montréal, Canada",Gephi,spatial analysis,2
2017-01-01,"Montréal, Canada",Gephi,stylometry,3
2017-01-01,"Montréal, Canada",Gephi,table of contents,1
2017-01-01,"Montréal, Canada",Gephi,tei encoding,1
2017-01-01,"Montréal, Canada",Gephi,text analysis,2
2017-01-01,"Montréal, Canada",Gephi,tool infrastructure,1
2017-01-01,"Montréal, Canada",Gephi,topic modelling,2
2017-01-01,"Montréal, Canada",Gephi,venice,12
2017-01-01,"Montréal, Canada",Gephi,visualisation,1
2017-01-01,"Montréal, Canada",Gephi,visualization,1
2017-01-01,"Montréal, Canada",Gephi,women,1
2017-01-01,"Montréal, Canada",Google Books,3d modeling,1
2017-01-01,"Montréal, Canada",Google Books,access,2
2017-01-01,"Montréal, Canada",Google Books,bibliography,1
2017-01-01,"Montréal, Canada",Google Books,book history,1
2017-01-01,"Montréal, Canada",Google Books,cataloging,1
2017-01-01,"Montréal, Canada",Google Books,center,2
2017-01-01,"Montréal, Canada",Google Books,citation collection,1
2017-01-01,"Montréal, Canada",Google Books,collaboration,1
2017-01-01,"Montréal, Canada",Google Books,experimentation,1
2017-01-01,"Montréal, Canada",Google Books,hathitrust,2
2017-01-01,"Montréal, Canada",Google Books,hermenutica,1
2017-01-01,"Montréal, Canada",Google Books,high performance computing,1
2017-01-01,"Montréal, Canada",Google Books,information architecture,1
2017-01-01,"Montréal, Canada",Google Books,innovation,1
2017-01-01,"Montréal, Canada",Google Books,machine learning,2
2017-01-01,"Montréal, Canada",Google Books,magic spells,1
2017-01-01,"Montréal, Canada",Google Books,merseburg incantations,1
2017-01-01,"Montréal, Canada",Google Books,metadata,1
2017-01-01,"Montréal, Canada",Google Books,non-consumptive,2
2017-01-01,"Montréal, Canada",Google Books,non-consumptive research,2
2017-01-01,"Montréal, Canada",Google Books,ocr,1
2017-01-01,"Montréal, Canada",Google Books,representations,2
2017-01-01,"Montréal, Canada",Google Books,research,2
2017-01-01,"Montréal, Canada",Google Books,symbolic music,2
2017-01-01,"Montréal, Canada",Google Books,text analysis,3
2017-01-01,"Montréal, Canada",Google Books,visual exploration system,1
2017-01-01,"Montréal, Canada",Google Books,visualization,1
2017-01-01,"Montréal, Canada",Google Books,voyant,1
2017-01-01,"Montréal, Canada",Neatline,digital ecologies,1
2017-01-01,"Montréal, Canada",Neatline,digital environmental humanities,1
2017-01-01,"Montréal, Canada",Neatline,environment,1
2017-01-01,"Montréal, Canada",Neatline,environmental humanities,1
2017-01-01,"Montréal, Canada",Neatline,mapping,7
2017-01-01,"Montréal, Canada",Neatline,new orleans,7
2017-01-01,"Montréal, Canada",Neatline,print culture,7
2017-01-01,"Montréal, Canada",Neatline,public history,7
2017-01-01,"Montréal, Canada",Neatline,visualization,7
2017-01-01,"Montréal, Canada",Palladio,actor-network,1
2017-01-01,"Montréal, Canada",Palladio,archives,1
2017-01-01,"Montréal, Canada",Palladio,collaboration,1
2017-01-01,"Montréal, Canada",Palladio,diachronic,1
2017-01-01,"Montréal, Canada",Palladio,historical network research,1
2017-01-01,"Montréal, Canada",Palladio,mapping,1
2017-01-01,"Montréal, Canada",Palladio,media arts,1
2017-01-01,"Montréal, Canada",Palladio,meshwork,1
2017-01-01,"Montréal, Canada",Palladio,project design,1
2017-01-01,"Montréal, Canada",Palladio,research environment,1
2017-01-01,"Montréal, Canada",Palladio,software development,1
2017-01-01,"Montréal, Canada",Palladio,tool infrastructure,1
2017-01-01,"Montréal, Canada",Palladio,visualisation,1
2017-01-01,"Montréal, Canada",Python,3d modeling,3
2017-01-01,"Montréal, Canada",Python,3d printing,1
2017-01-01,"Montréal, Canada",Python,apprenticeship history,2
2017-01-01,"Montréal, Canada",Python,archives,1
2017-01-01,"Montréal, Canada",Python,attribution,2
2017-01-01,"Montréal, Canada",Python,audio analysis,1
2017-01-01,"Montréal, Canada",Python,authorship,2
2017-01-01,"Montréal, Canada",Python,brewing history,2
2017-01-01,"Montréal, Canada",Python,collaboration,2
2017-01-01,"Montréal, Canada",Python,collocations,1
2017-01-01,"Montréal, Canada",Python,common workflow language,10
2017-01-01,"Montréal, Canada",Python,community,1
2017-01-01,"Montréal, Canada",Python,contemporary literature,1
2017-01-01,"Montréal, Canada",Python,contextual interpretation,1
2017-01-01,"Montréal, Canada",Python,corpora,2
2017-01-01,"Montréal, Canada",Python,corpus studies,1
2017-01-01,"Montréal, Canada",Python,credit,2
2017-01-01,"Montréal, Canada",Python,data analysis,1
2017-01-01,"Montréal, Canada",Python,data modeling,2
2017-01-01,"Montréal, Canada",Python,delta,1
2017-01-01,"Montréal, Canada",Python,dictionary,1
2017-01-01,"Montréal, Canada",Python,digital humanities,1
2017-01-01,"Montréal, Canada",Python,digital libraries,1
2017-01-01,"Montréal, Canada",Python,digital musicology,1
2017-01-01,"Montréal, Canada",Python,dimensionality reduction,1
2017-01-01,"Montréal, Canada",Python,disasters,2
2017-01-01,"Montréal, Canada",Python,distant reading,2
2017-01-01,"Montréal, Canada",Python,diversity,1
2017-01-01,"Montréal, Canada",Python,drama,1
2017-01-01,"Montréal, Canada",Python,early modern,1
2017-01-01,"Montréal, Canada",Python,earthquakes,2
2017-01-01,"Montréal, Canada",Python,editing,1
2017-01-01,"Montréal, Canada",Python,eebo-tcp,2
2017-01-01,"Montréal, Canada",Python,entity linking,1
2017-01-01,"Montréal, Canada",Python,entity recognition,2
2017-01-01,"Montréal, Canada",Python,ethics,2
2017-01-01,"Montréal, Canada",Python,evaluation,1
2017-01-01,"Montréal, Canada",Python,exploratory,1
2017-01-01,"Montréal, Canada",Python,eye tracking,1
2017-01-01,"Montréal, Canada",Python,gamining,5
2017-01-01,"Montréal, Canada",Python,genre,1
2017-01-01,"Montréal, Canada",Python,geographic movement,2
2017-01-01,"Montréal, Canada",Python,geographic networks,2
2017-01-01,"Montréal, Canada",Python,georeferencing,5
2017-01-01,"Montréal, Canada",Python,graphic novels,1
2017-01-01,"Montréal, Canada",Python,hathitrust,2
2017-01-01,"Montréal, Canada",Python,high performance computing,3
2017-01-01,"Montréal, Canada",Python,humanities advocacy,1
2017-01-01,"Montréal, Canada",Python,image processing,1
2017-01-01,"Montréal, Canada",Python,implementation,1
2017-01-01,"Montréal, Canada",Python,infrastructure,1
2017-01-01,"Montréal, Canada",Python,interdisciplinary,1
2017-01-01,"Montréal, Canada",Python,knowledge creation,1
2017-01-01,"Montréal, Canada",Python,knowledge discovery,1
2017-01-01,"Montréal, Canada",Python,labeled lda,1
2017-01-01,"Montréal, Canada",Python,laboratories,1
2017-01-01,"Montréal, Canada",Python,language parsing,2
2017-01-01,"Montréal, Canada",Python,lexicography,1
2017-01-01,"Montréal, Canada",Python,lexomics,1
2017-01-01,"Montréal, Canada",Python,linked data,3
2017-01-01,"Montréal, Canada",Python,management,1
2017-01-01,"Montréal, Canada",Python,marginalia,1
2017-01-01,"Montréal, Canada",Python,medical_history,5
2017-01-01,"Montréal, Canada",Python,methodology,1
2017-01-01,"Montréal, Canada",Python,methods,2
2017-01-01,"Montréal, Canada",Python,music encoding initiative (mei),1
2017-01-01,"Montréal, Canada",Python,music notation,1
2017-01-01,"Montréal, Canada",Python,musical instruments,1
2017-01-01,"Montréal, Canada",Python,narrative studies,1
2017-01-01,"Montréal, Canada",Python,natural language,1
2017-01-01,"Montréal, Canada",Python,natural language processing,10
2017-01-01,"Montréal, Canada",Python,networks,3
2017-01-01,"Montréal, Canada",Python,ocr,3
2017-01-01,"Montréal, Canada",Python,ontologies,2
2017-01-01,"Montréal, Canada",Python,open source,1
2017-01-01,"Montréal, Canada",Python,pedagogy,2
2017-01-01,"Montréal, Canada",Python,pipelines,10
2017-01-01,"Montréal, Canada",Python,poe,2
2017-01-01,"Montréal, Canada",Python,project management,1
2017-01-01,"Montréal, Canada",Python,provenance tracking,1
2017-01-01,"Montréal, Canada",Python,python,3
2017-01-01,"Montréal, Canada",Python,reception theory,1
2017-01-01,"Montréal, Canada",Python,religion,1
2017-01-01,"Montréal, Canada",Python,reproducibility,2
2017-01-01,"Montréal, Canada",Python,research practices,1
2017-01-01,"Montréal, Canada",Python,sentiment analysis,1
2017-01-01,"Montréal, Canada",Python,sequence alignment,1
2017-01-01,"Montréal, Canada",Python,sex and gender,2
2017-01-01,"Montréal, Canada",Python,shakespeare,1
2017-01-01,"Montréal, Canada",Python,social media,1
2017-01-01,"Montréal, Canada",Python,software as a service,1
2017-01-01,"Montréal, Canada",Python,spanish novels,1
2017-01-01,"Montréal, Canada",Python,stylometry,3
2017-01-01,"Montréal, Canada",Python,subgenre,1
2017-01-01,"Montréal, Canada",Python,text analysis,3
2017-01-01,"Montréal, Canada",Python,text mining,1
2017-01-01,"Montréal, Canada",Python,text-mining,5
2017-01-01,"Montréal, Canada",Python,textual variants,1
2017-01-01,"Montréal, Canada",Python,tools,2
2017-01-01,"Montréal, Canada",Python,topic modeling,3
2017-01-01,"Montréal, Canada",Python,topic modelling,1
2017-01-01,"Montréal, Canada",Python,topic models,1
2017-01-01,"Montréal, Canada",Python,twitter,2
2017-01-01,"Montréal, Canada",Python,user design,1
2017-01-01,"Montréal, Canada",Python,user-activity-analysis,1
2017-01-01,"Montréal, Canada",Python,virtual machine,1
2017-01-01,"Montréal, Canada",Python,visualisation,6
2017-01-01,"Montréal, Canada",Python,visualization,3
2017-01-01,"Montréal, Canada",Python,web application,1
2017-01-01,"Montréal, Canada",Python,web development,1
2017-01-01,"Montréal, Canada",Python,web services,1
2017-01-01,"Montréal, Canada",Python,word embeddings,1
2017-01-01,"Montréal, Canada",Python,workflow management,1
2017-01-01,"Montréal, Canada",Python,worksets,2
2017-01-01,"Montréal, Canada",Scalar,children's literature,4
2017-01-01,"Montréal, Canada",Scalar,history,2
2017-01-01,"Montréal, Canada",Scalar,infrastructure,2
2017-01-01,"Montréal, Canada",Scalar,interdisciplinary,2
2017-01-01,"Montréal, Canada",Scalar,knowledge creation,2
2017-01-01,"Montréal, Canada",Scalar,lexomics,2
2017-01-01,"Montréal, Canada",Scalar,pedagogy,4
2017-01-01,"Montréal, Canada",Scalar,publishing,4
2017-01-01,"Montréal, Canada",Scalar,repository,2
2017-01-01,"Montréal, Canada",Scalar,scalability,4
2017-01-01,"Montréal, Canada",Scalar,scalar,4
2017-01-01,"Montréal, Canada",Scalar,stylometry,2
2017-01-01,"Montréal, Canada",TEI,activism,2
2017-01-01,"Montréal, Canada",TEI,alternate history,2
2017-01-01,"Montréal, Canada",TEI,annotation,22
2017-01-01,"Montréal, Canada",TEI,archives,7
2017-01-01,"Montréal, Canada",TEI,authorship,6
2017-01-01,"Montréal, Canada",TEI,belarusian literature,1
2017-01-01,"Montréal, Canada",TEI,biography,6
2017-01-01,"Montréal, Canada",TEI,book history,1
2017-01-01,"Montréal, Canada",TEI,book trade,3
2017-01-01,"Montréal, Canada",TEI,buddhist icons,1
2017-01-01,"Montréal, Canada",TEI,canada. graph databases,2
2017-01-01,"Montréal, Canada",TEI,cather studies,21
2017-01-01,"Montréal, Canada",TEI,classics,3
2017-01-01,"Montréal, Canada",TEI,cmdi,4
2017-01-01,"Montréal, Canada",TEI,collaboration,3
2017-01-01,"Montréal, Canada",TEI,computer science,1
2017-01-01,"Montréal, Canada",TEI,contemporary literature,3
2017-01-01,"Montréal, Canada",TEI,context-attribution,4
2017-01-01,"Montréal, Canada",TEI,corpora,3
